id,name,spawn_command,category_name,category_description,function_name,function_description,faction,default_faction,interact_text,aim_direction,aim_offset,animnetwork,behavior,build_time_ms,calldown_complete_soundevent,calldown_soundevent,calldownfx_complete_id,calldownfx_id,collision_id,constructed_abilityid,damageresponse,death_abilityid,deployable_category,deployable_level,dialog_script_id,difficulty_cost,flags,function,gameplay_priority_boost,gibset_id,hardpoint_type,hit_abilityid,interact_abilityid,interact_completed_abilityid,interact_height,interact_radius,interact_string,interaction_duration_ms,interaction_type,localized_name_id,loot_table_id,no_drive_zone,powered_off_ability,powered_on_ability,scale,scaling_table_id,scope_range,service_type,service_type_data,spawn_abilityid,standard_health,start_hitpoints,turret_type,vendor_loot_table_id,visual_offset,visualgroup,visualgroup_idx,visualrec,xpreward_mult,xpreward_type
1129,,\spawn deployable 1129,None,,Undefined,No function defined,neutral,9,,"(0, 0, 1.5)","(0, 0, 1.5)",210801,,250,0,0,0,0,0,34430,4,0,0,0,0,0,264198,0,0,0,0,0,0,0,1,1,0,0,0,183950,0,0,0,0,1,10003,300,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,17853,1,0
1133,,\spawn deployable 1133,None,,Undefined,No function defined,neutral,9,,"(0, 0, 0)","(0, 0, 0)",229105,,0,0,0,0,0,0,0,6,0,0,0,0,0,296966,0,0,0,0,0,0,0,0,0,0,0,0,183993,0,0,0,0,1,10003,150,0,0,35484,0,1,0,0,"(0, 0, 0)",0,0,17794,0,0
1134,Chosen Harvester Chain B,\spawn deployable 1134,None,,Undefined,No function defined,neutral,9,,"(0, 0, 0)","(0, 0, 0)",229106,,0,0,0,0,0,0,0,6,0,0,0,0,0,296966,0,0,0,0,0,0,0,0,0,0,0,0,183994,0,0,0,0,1,10003,700,0,0,35484,0,1,0,0,"(0, 0, 0)",0,0,17794,0,0
1135,,\spawn deployable 1135,None,,Undefined,No function defined,neutral,9,,"(0, 0, 0)","(0, 0, 0)",229107,,0,0,0,0,0,0,0,6,0,0,0,0,0,296966,0,0,0,0,0,0,0,0,0,0,0,0,183995,0,0,0,0,1,10003,150,0,0,35484,0,1,0,0,"(0, 0, 0)",0,0,17794,0,0
1136,,\spawn deployable 1136,None,,Undefined,No function defined,accord,1,,"(0, 0, 1)","(0, 0, 0.25)",0,,0,0,0,0,0,189565,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,1.5,1,0,0,0,183996,0,0,0,0,3,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,11468,1,0
1137,Intro Dropship Activator,\spawn deployable 1137,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189606,0,4,0,0,0,0,0,39,0,0,0,0,0,0,0,1.5,1.1,0,300,11,184035,0,0,0,0,1,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,11485,1,0
1138,,\spawn deployable 1138,None,,Driver Seat,Deployable attached to vehicle for the driver's seat.,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,"DynamicEmote(emote=""MGV"")",0,0,0,0,0,189564,0,1,0,0,0,0,0,33558528,24,0,0,0,0,0,0,1.5,1,0,0,0,184046,0,0,0,0,1,10003,0,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17899,1,0
1139,Chemical Analysis Matrix,\spawn deployable 1139,Generic Terminal,general use terminal,Play,Where NPCs can have fun.,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,199840,0,4,0,32,0,0,0,2183,3,0,0,0,0,35961,35962,1,1,0,3000,11,184166,0,0,0,0,1,10003,100,0,0,35960,0,1,0,0,"(0, 0, 0)",0,0,13332,1,0
1140,Chemistry Set,\spawn deployable 1140,Manufacturing Terminal,,Play,Where NPCs can have fun.,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,117138,0,4,0,11,0,0,0,2183,3,0,0,0,0,0,0,1.5,1,0,3000,11,184167,0,0,0,0,0.9,10003,100,0,0,35968,0,1,0,0,"(0, 0, 0)",0,0,17920,1,0
1141,,\spawn deployable 1141,None,,Undefined,No function defined,chosen,2,,"(0, 0, 0)","(0, 0, 0)",230844,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,7,184238,0,0,0,0,15,10003,200,0,0,35484,0,0,0,0,"(0, 0, 0)",0,0,17998,1,0
1142,Melding Repulsor Terminal,\spawn deployable 1142,None,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,10485767,14,0,0,0,0,0,0,1.5,5,0,0,8,184448,0,0,0,0,1,10003,200,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17019,1,0
1143,_Melding Repulsor Terminal,\spawn deployable 1143,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,10749958,0,0,0,0,0,0,0,1.5,5,0,0,0,184449,0,0,0,0,1,10003,200,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17019,1,0
1144,Treasure Vault,\spawn deployable 1144,Turret,,Play,Where NPCs can have fun.,accord,1,,"(0, 1, 0)","(0, 0, 2)",230957,,0,0,0,0,0,0,0,4,0,1,0,0,0,8390663,3,0,0,0,0,0,35979,1.5,1,0,1000,11,184472,0,0,0,0,2.5,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,17902,1,0
1145,,\spawn deployable 1145,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",145644,,0,0,0,0,0,0,0,4,0,0,0,0,0,8390670,0,0,0,0,0,0,0,0,0,0,0,0,184587,0,0,0,0,1,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,14354,0,0
1146,Melding Repulsor Terminal,\spawn deployable 1146,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,10485767,0,0,0,0,0,0,0,1.5,5,0,2500,6,184720,0,0,0,0,1,10003,200,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17019,1,0
1147,SIN Imprint: Blackwater Anomaly 01,\spawn deployable 1147,Datapads,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,216192,0,189565,0,4,35324,22,0,0,0,143,14,0,0,0,0,0,0,1.5,0.75,0,0,8,184758,0,1,34439,34214,1,10003,100,0,0,35323,0,0,0,0,"(0, 0, 0)",0,0,16927,1,0
1148,SIN Imprint: Blackwater Anomaly 02,\spawn deployable 1148,Datapads,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,216192,0,189565,0,4,35324,22,0,0,0,143,14,0,0,0,0,0,0,1.5,0.75,0,0,8,184759,0,1,34439,34214,1,10003,100,0,0,35323,0,0,0,0,"(0, 0, 0)",0,0,16927,1,0
1149,SIN Imprint: Blackwater Anomaly 03,\spawn deployable 1149,Datapads,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,216192,0,189565,0,4,35324,22,0,0,0,143,14,0,0,0,0,0,0,1.5,0.75,0,0,8,184760,0,1,34439,34214,1,10003,100,0,0,35323,0,0,0,0,"(0, 0, 0)",0,0,16927,1,0
1150,SIN Imprint: Blackwater Anomaly 04,\spawn deployable 1150,Datapads,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,216192,0,189565,0,4,35324,22,0,0,0,143,14,0,0,0,0,0,0,1.5,0.75,0,0,8,184761,0,1,34439,34214,1,10003,100,0,0,35323,0,0,0,0,"(0, 0, 0)",0,0,16927,1,0
1151,SIN Imprint: Blackwater Anomaly 05,\spawn deployable 1151,Datapads,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,216192,0,189565,0,4,35324,22,0,0,0,143,14,0,0,0,0,0,0,1.5,0.75,0,0,8,184762,0,1,34439,34214,1,10003,100,0,0,35323,0,0,0,0,"(0, 0, 0)",0,0,16927,1,0
1152,Melding Repulsor Terminal,\spawn deployable 1152,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,10485767,0,0,0,0,0,0,0,1.5,5,0,0,8,184813,0,0,0,0,1,10003,200,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17019,1,0
1153,Chosen Energy Bomb,\spawn deployable 1153,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",226225,,0,0,0,0,0,220483,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5,1,0,3000,11,188190,0,0,0,0,1,10003,100,0,0,35963,0,1,0,0,"(0, 0, 0)",0,0,17382,1,0
1154,,\spawn deployable 1154,None,,Interactable Objective,Deployable that should be interacted with for example to capture.,neutral,9,,"(0, 1, 0)","(0, 0, 1)",0,,0,0,0,0,0,189606,0,4,64,0,0,0,0,15,14,0,0,0,0,0,0,1.5,1,0,0,0,188282,0,0,0,0,1,10003,300,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,14413,1,0
1155,,\spawn deployable 1155,None,,Undefined,No function defined,gaea,7,,"(0, 0, 1.5)","(0, 0, 1.5)",0,,0,0,0,0,0,0,0,2,33995,0,0,0,0,2062,0,0,26,0,0,0,0,1.5,1,0,0,0,188285,6124,0,0,0,1,10003,100,0,0,35965,7.5,3000,0,0,"(0, 0, 0)",24,0,0,1,5
1156,,\spawn deployable 1156,None,,Undefined,No function defined,gaea,7,,"(0, 0, 1)","(0, 0, 1)",0,,0,0,0,0,0,189577,0,2,0,0,0,0,0,264230,0,0,0,0,36029,0,0,1.5,1,0,0,0,188300,0,0,0,0,2,10003,100,0,0,35966,25,10000,0,0,"(0, 0, 0)",22,0,0,1,0
1157,,\spawn deployable 1157,None,,Undefined,No function defined,gaea,7,,"(0, 0, 2)","(0, 0, 2)",0,,3000,0,0,0,0,196208,34508,2,0,0,0,0,0,264230,0,0,0,0,35967,0,0,1.5,1,0,0,0,188305,0,0,0,0,1.25,10003,100,0,0,0,25,10000,0,0,"(0, 0, 0)",23,0,0,1,0
1158,Challenge Terminal,\spawn deployable 1158,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,189606,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,8,188369,0,0,0,0,1,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,14348,1,0
1159,,\spawn deployable 1159,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,189607,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,1.5,1,0,0,8,188720,0,0,0,0,2,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,12359,1,0
1160,,\spawn deployable 1160,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5,1,0,0,0,188721,0,0,0,0,2,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,13326,1,0
1161,,\spawn deployable 1161,None,,Target (primary),"Known target, does not require line of sight.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,189607,0,6,33972,0,0,0,0,6,9,0,0,0,0,0,0,1.5,1,0,0,0,188722,0,0,0,0,2,10003,200,0,0,35970,52.5,18900,0,0,"(0, 0, 0)",0,0,15944,1,0
1162,Tutorial Turret,\spawn deployable 1162,Turret,,Fixed Weapon,Deployed weapon usable by NPCs.,gaea,7,,"(0, 1, 0)","(0, 0, 1)",129018,,5000,2218706530,4214524368,0,136059,189606,35972,4,35545,1,1,0,0,38,4,0,0,0,0,0,0,1.3,1,0,0,0,188723,0,0,0,0,1.3,10003,50,0,0,35974,1.25,500,20,0,"(0, 0, 0)",0,0,12220,1,0
1163,Tectonic Agitator Control Tower,\spawn deployable 1163,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",235850,,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,1.5,1,0,0,8,188746,0,0,0,0,1,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,11547,1,0
1164,Agitator Power Generator,\spawn deployable 1164,None,,Target (primary),"Known target, does not require line of sight.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,6,35982,0,0,0,0,7,9,0,0,0,0,0,36008,1.5,1,0,0,8,188752,0,0,0,0,2,10003,200,0,0,35970,20,8000,0,0,"(0, 0, 0)",56,0,0,1,0
1165,,\spawn deployable 1165,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,1.5,1,0,0,8,188755,0,0,0,0,0.15,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,13925,1,0
1166,,\spawn deployable 1166,None,,Target (primary),"Known target, does not require line of sight.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,6,35277,0,0,0,0,65542,9,0,0,0,0,0,0,1.5,1,0,0,0,188758,0,0,0,0,0.6,10003,200,0,0,35612,65,23400,0,0,"(0, 0, 0)",0,0,15248,1,0
1167,,\spawn deployable 1167,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,189607,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5,1,0,0,0,188810,0,0,0,0,2,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,12359,1,0
1168,Tectonic Agitator Control Tower,\spawn deployable 1168,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",235850,,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5,1,0,0,0,188811,0,0,0,0,1,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,11547,1,0
1169,,\spawn deployable 1169,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5,1,0,0,0,188812,0,0,0,0,0.15,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,13925,1,0
1170,Wrecked Power Generator,\spawn deployable 1170,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5,1,0,0,0,188830,0,0,0,0,2,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,13450,1,0
1171,Copacabana Arcporter,\spawn deployable 1171,Arcporter Pylon,,Deployed Target,"Not known ahead of time, attacked on sight only.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,233841,189606,0,4,0,27,0,0,0,32770,12,0,0,0,0,0,0,1,1,0,2000,11,195620,0,0,0,0,0.15,10003,100,0,0,35977,0,1,0,0,"(0, 0, 0)",0,0,13925,1,0
1172,Cache of Chosen Tech,\spawn deployable 1172,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,500,0,0,0,0,0,34430,6,0,0,0,0,0,2054,0,0,0,0,0,0,0,1.5,1,0,0,0,189921,0,0,0,0,1,10003,200,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,15248,1,0
1173,Melding Fragment Arcfolder,\spawn deployable 1173,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 5)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,143,0,0,0,0,0,35992,0,4,1.5,0,0,8,190133,0,0,34439,34214,1,10003,100,0,0,35990,0,1,0,0,"(0, 0, 0)",0,0,17932,1,0
1174,,\spawn deployable 1174,None,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,6,0,0,0,0,0,65542,14,0,0,0,0,0,0,1.5,1,0,0,0,191080,0,0,0,0,0.6,10003,200,0,0,0,16.25,6500,0,0,"(0, 0, 0)",0,0,15248,1,0
1175,Chosen Darkslip Theatre Prop,\spawn deployable 1175,None,,Undefined,No function defined,chosen,2,,"(0, 0, 0)","(0, 0, 0)",145644,,0,0,0,0,0,189635,0,4,0,0,0,0,0,264198,0,0,0,0,0,0,0,0,0,0,0,0,191776,0,0,0,0,2,10003,800,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,14354,0,0
1179,Jetball Goal,\spawn deployable 1179,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.5)",230662,,0,0,0,0,0,232190,0,4,0,0,0,0,0,264198,0,0,5,0,0,0,0,1.4,1,0,0,8,191983,0,0,0,0,1,10003,500,0,0,39786,0,1,0,0,"(0, 0, 0)",0,0,17904,1,0
1180,Watchtower Terminal,\spawn deployable 1180,None,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,Hack,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,65542,14,0,0,0,0,35161,0,1.5,1,10082,5000,7,192230,0,0,0,0,1,10003,100,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17387,1,0
1181,,\spawn deployable 1181,None,,Target (primary),"Known target, does not require line of sight.",accord,1,,"(0, 0, 1)","(0, 0, 1)",433819,,12000,0,0,0,0,0,0,4,0,0,0,0,0,262415,9,0,0,0,0,0,35999,1.5,1.1,0,0,0,192383,0,0,0,0,1,10003,1000,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,20840,1,0
1182,Batsheba's Cache of Tech,\spawn deployable 1182,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",180924,,500,0,0,0,0,189606,0,6,0,0,0,0,0,2055,0,0,0,0,0,0,36000,1.5,1,0,2000,11,192591,0,0,0,0,5,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,15234,1,0
1183,Daily Reward Crate,\spawn deployable 1183,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",232282,,3000,0,0,0,233838,233932,36005,6,0,0,0,0,0,8421382,0,0,0,0,0,0,0,1.5,1,0,0,0,192770,0,0,0,0,0.7,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,17984,1,0
1185,_Agitator Thunderdome,\spawn deployable 1185,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,108035,189629,0,4,0,0,0,0,0,46,0,0,0,0,138,0,0,1.5,1,0,0,0,193160,0,0,0,0,1.3,10003,100,0,0,36007,0,2000,0,0,"(0, 0, 0)",0,0,0,1,0
1186,Agitator Power Generator,\spawn deployable 1186,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,6,35982,0,0,0,0,7,0,0,0,0,0,0,0,1.5,1,0,0,0,193166,0,0,0,0,2,10003,200,0,0,35970,0,1,0,0,"(0, 0, 0)",56,0,0,1,0
1187,Chosen Siphon,\spawn deployable 1187,None,,Undefined,No function defined,neutral,9,,"(0, 0, 0)","(0, 0, 0)",227890,,0,0,0,0,0,229603,0,4,0,0,0,0,0,8423438,0,0,0,0,0,0,0,1.5,1.5,0,0,0,193441,0,0,0,0,1,10003,450,0,0,39135,0,1,0,0,"(0, 0, 0)",0,0,17808,1,0
1188,Agitator Power Generator,\spawn deployable 1188,None,,Target (primary),"Known target, does not require line of sight.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,6,35982,0,0,0,0,7,9,0,0,0,0,0,36008,1.5,1,0,0,0,194715,0,0,0,0,2,10003,200,0,0,35970,20,8000,0,0,"(0, 0, 0)",56,0,0,1,0
1189,,\spawn deployable 1189,None,,Target (primary),"Known target, does not require line of sight.",accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,233835,0,6,35555,0,0,0,0,33554438,9,0,0,0,0,0,35550,1.5,0.75,0,2000,11,195317,0,0,0,0,1,10003,100,0,0,35597,0,9000,0,0,"(0, 0, 0)",0,0,11473,0,0
1190,,\spawn deployable 1190,None,,Undefined,No function defined,melding,6,,"(0, 1, 0)","(0, 0, 2.5)",0,,0,0,0,0,0,203539,0,4,36023,0,0,0,0,264342,0,0,0,0,0,0,0,1.4,1,0,0,0,195786,0,0,0,0,1,10003,3000,0,0,36027,4.375,1,0,0,"(0, 0, 0)",0,0,0,1,0
1191,Melding Deposit,\spawn deployable 1191,None,,Undefined,No function defined,melding,6,,"(0, 1, 0)","(0, 0, 2.5)",0,,0,0,0,0,0,203539,0,4,36022,0,0,0,0,264342,0,0,0,0,0,0,0,1.4,1,0,0,0,195787,0,0,0,0,1,10003,3000,0,0,36026,4.375,1,0,0,"(0, 0, 0)",0,0,0,1,0
1192,,\spawn deployable 1192,None,,Undefined,No function defined,melding,6,,"(0, 1, 0)","(0, 0, 2.5)",0,,0,0,0,0,0,203539,0,4,36024,0,0,0,0,264342,0,0,0,0,0,0,0,1.4,1,0,0,0,195788,0,0,0,0,1,10003,3000,0,0,36021,4.375,1,0,0,"(0, 0, 0)",0,0,0,1,0
1194,,\spawn deployable 1194,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,109054,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,1.5,0,0,0,3,196663,0,2,0,0,1,10003,0,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,18039,0,0
1195,,\spawn deployable 1195,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,109054,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,500,0,1000,3,196642,0,2,0,0,1,10003,100,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17941,0,0
1196,,\spawn deployable 1196,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,1.5,0,0,0,3,196665,0,2,0,0,1,10003,0,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,11596,0,0
1197,Supply Crate,\spawn deployable 1197,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",179421,,0,0,0,0,0,189606,0,4,0,0,0,0,0,135,0,0,0,0,0,36030,0,1.5,1,0,0,8,196675,0,0,0,0,1,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,11541,1,0
1198,Rare Supply Crate,\spawn deployable 1198,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 1)",180924,,0,0,0,0,0,189606,0,4,0,0,0,0,0,135,0,0,0,0,0,36031,0,1.5,1,0,0,8,196679,0,0,0,0,3,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,15234,1,0
1199,,\spawn deployable 1199,None,,Interactable Objective,Deployable that should be interacted with for example to capture.,chosen,2,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,158236,0,13,0,0,0,0,0,7,14,0,0,0,0,0,0,1,8,0,1000,7,196971,0,0,0,0,1.5,10003,0,0,0,36053,1000,2147483647,0,0,"(0, 0, 0)",0,0,14482,1,0
1200,,\spawn deployable 1200,None,,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 0, 0)","(0, 0, 0)",221180,,0,0,0,0,0,0,0,1,35688,0,0,0,0,6,14,0,0,0,0,0,0,1,8,0,1000,7,197072,0,0,0,0,1,10003,0,0,0,35640,0,1200,0,0,"(0, 0, 0)",0,0,17422,0,0
1201,,\spawn deployable 1201,Surface Deposit,(resource) surface deposit,Interactable Objective,Deployable that should be interacted with for example to capture.,friendly,4,,"(0, 0, 1)","(0, 0, 2)",0,,0,0,0,0,0,0,0,6,34720,21,0,0,0,134,14,0,0,0,0,0,0,1.5,1.5,0,670,7,197073,0,0,0,0,1,10003,100,0,0,0,0.375,150,0,0,"(0, 0, 0)",21,5,0,1,0
1202,Cancel Thumper,\spawn deployable 1202,None,,Undefined,No function defined,neutral,9,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,189564,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3000,11,197075,0,0,0,0,1,10003,0,0,0,35869,0,0,0,0,"(0, 0, 0)",0,0,12982,1,0
1203,Jetball Toss Platform,\spawn deployable 1203,None,,Rest,Where NPCs can take a break.,neutral,9,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,221005,0,0,0,1,0,0,0,0,0,262158,2,0,0,0,0,0,0,0,0,0,0,0,197422,0,0,0,0,1,10003,200,0,0,35660,0,0,0,0,"(0, 0, 0)",0,0,17404,0,0
1204,Jetball Toss Goal,\spawn deployable 1204,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.5)",230662,,0,0,0,0,0,232190,0,4,0,0,0,0,0,264206,0,0,5,0,0,0,0,1.4,1,0,0,8,197423,0,0,0,0,1,10003,500,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,17904,1,0
1205,HAWK Turret,\spawn deployable 1205,Turret,,Fixed Weapon,Deployed weapon usable by NPCs.,chosen,2,,"(0, 1, 0)","(0, 0, 1)",155926,,5000,2218706530,4214524368,0,136059,189606,33974,4,34591,1,1,0,0,32774,4,0,0,0,0,0,0,1,1,0,0,0,197424,0,0,0,0,1.5,10003,150,0,0,34590,0,0,25,0,"(0, 0, 0)",0,0,18237,1,4
1206,,\spawn deployable 1206,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",221180,,0,0,0,0,0,0,0,1,35688,0,0,0,0,6,0,0,0,0,0,0,0,2,5,0,0,0,197547,0,0,0,0,1,10003,0,0,0,35640,0,1,0,0,"(0, 0, 0)",0,0,17422,0,0
1207,,\spawn deployable 1207,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,2,36070,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,197577,0,0,0,0,1,10003,0,0,0,35833,0.25,1,0,0,"(0, 0, 0)",0,0,16736,0,0
1208,Hammer Target,\spawn deployable 1208,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,189604,0,2,36063,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,197578,0,0,0,0,0.4,10003,0,0,0,35833,0.25,1,0,0,"(0, 0, 0)",0,0,17645,0,0
1209,,\spawn deployable 1209,Sentinel Pod,,Deployed Target,"Not known ahead of time, attacked on sight only.",accord,1,,"(0, 1, 0)","(0, 0, 0.75)",224574,,3000,2218706530,4214524368,0,0,189606,36068,4,36069,26,1,0,0,39,12,0,0,0,0,0,0,1.45,1,0,0,0,197600,0,0,0,0,1,10003,50,0,0,36067,1,400,0,0,"(0, 0, 0)",0,0,11473,1,0
1210,,\spawn deployable 1210,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,189598,0,2,36070,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,197615,0,0,0,0,0.1,10003,0,0,0,35833,0.25,1,0,0,"(0, 0, 0)",0,0,10546,0,0
