id,name,spawn_command,faction,faction_id,race_name,chassis_name,weapon1_name,weapon2_name,backpack_name,loot_table_name,loot_table2_name,title_name,ai_spawn_delay_ms,armor_warpaint_palette_id,backpack_id,behavior,behavior_defensive,behavior_defensive_instance_id,behavior_instance_id,behavior_offensive,behavior_offensive_instance_id,behavior_short,body_height,body_mass,body_radius,bodysuit_warpaint_palette_id,charinfo_id,chassis_id,crafting_type_id,damage_response_id,difficulty_cost,extra_color_1,extra_color_2,extra_color_3,extra_color_4,eye_color,eyes_id,facial_hair_color,fast_speed,fullbody_warpaint_palette_id,gender,glow_warpaint_palette_id,gravity,hair_color,head_acc1_id,head_acc2_id,head_id,health_regen,is_componented,lip_color,localized_name_id,loot,loot_table2_id,loot_table_id,max_rand_scale,min_rand_scale,network_fidelity,normal_speed,ornaments_map_group_id_1,ornaments_map_group_id_2,ornaments_map_group_id_3,ornaments_map_group_id_4,posetype_id,projectile_offset,race,respawn_flags,scaling_table_id,skin_color,terminal_type_name,title,vendor_id,visual_options_id,visuals_group_id,voice_set,warpaint_pattern_data,warpaint_tattoo_data,weapon1_id,weapon2_id,weapons,xp_resource_id,xpreward_type
692,Acolyte Hisser,\spawn monster 692,melding,6,Melded,Acolyte Large Melded Hisser Battleframe,NPC MONSTER Large Hisser Melee Attack,,,CORE Human NPC Kill Loot 4 (Large),Melded Loot 2 (Simple),,2000,76757,0,SwarmWanderer,,0,0,,0,SwarmWanderer,-1,-1,-1,76874,117,77537,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,158194,5312 / 5458,5458,5312,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",8,3,0,1506021473,VENDOR,0,0,0,0,0,(0),(0),34003,0,34003 / -,0,0
693,OBSOLETE Skiver,\spawn monster 693,gaea,7,Wildlife,MONSTER Coral Forest Swarming 01,NPC MONSTER Skiver Melee Attack,,,CORE Gaia Creature Kill Loot 2 (Small),,,2000,76757,0,,,0,217,,0,,-1,-1,-1,76874,133,77121,0,0,20,"(0.713726, 0.168628, 0.0156863, 1)","(0.862745, 0.658823, 0.0627451, 1)","(0.0588235, 0.298039, 0.0235294, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,158205,5703 / -,0,5703,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,35,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",77539,0,77539 / -,0,0
694,,\spawn monster 694,gaea,7,Wildlife,,NPC MONSTER Large Salamander Melee Attack,,,CORE Gaia Creature Kill Loot 4 (Large),,,2000,76743,0,AggressiveWanderer,,0,0,,0,AggressiveWanderer,-1,-1,-1,76741,118,34339,0,0,0,"(0.0156863, 0.713726, 1, 1)","(0, 0.203922, 1, 1)","(0, 0.0352941, 0.996078, 1)","(1, 1, 1, 1)",0,10001,6241,-1,0,M,76891,1,0,0,0,0,0,0,0,158225,5705 / -,0,5705,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,0,VENDOR,0,0,0,0,0,(0),(0),34478,0,34478 / -,0,0
695,,\spawn monster 695,chosen,2,Chosen,,NPC CHOSEN Assault Rifle,,,,,,2000,76801,0,,,0,0,,0,,-1,-1,-1,76874,2,77540,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,10003,0,10006,0,1,2743609570,158238,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",32739,33064,32739 / 33064,0,0
696,,\spawn monster 696,gaea,7,Wildlife,,NPC MONSTER Wasp Rapid Fire Attack,,,CORE Gaia Creature Kill Loot 3 (Medium),Culex Loot 3 (Moderate),,0,76757,0,,,0,128,,0,,-1,-1,-1,76874,76,77573,0,0,45,"(0.137255, 1, 0.364706, 1)","(0.115451, 0.501961, 0.143059, 1)","(0, 0.253922, 0.341765, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,158331,5704 / 5414,5414,5704,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",77574,0,77574 / -,0,0
697,,\spawn monster 697,chosen,2,Chosen,,,,,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,,,2000,76771,0,"EliteWanderer(fearDeltaRate=-0.5, fearGrowthFactor=5, preferredMinCombatDist=10, wanderDistance=10)",,0,0,,0,EliteWanderer,-1,-1,-1,76849,2,77580,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3623878656,10001,971440128,-1,0,M,76946,1,709754880,10003,0,10006,0,1,4294901760,158377,3 / -,0,3,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,2771648512,VENDOR,0,0,0,0,1005,"(0, 0, 0, 0)","(0, 0, 0, 0)",66311,33064,66311 / 33064,0,0
698,,\spawn monster 698,gaea,7,Wildlife,,,,,CORE NPC Kill Loot 2 (Small) - Crystite/Powerups Subtable,,,2000,76824,0,BetaAranha,,0,0,,0,BetaAranha,-1,-1,-1,76836,108,77616,0,0,0,"(0.163961, 0.367804, 0.119647, 1)","(2.43137, 1.05882, 0.0686275, 1)","(0.47451, 0.115686, 0.0686275, 1)","(1.86667, 3.13725, 0.847059, 1)",3997695,10001,6946784,-1,0,M,76896,1,16449535,0,0,0,0,0,10551295,158643,2 / -,0,2,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,35,0,5963775,VENDOR,0,0,0,0,0,(0),(0),77617,0,77617 / -,0,0
699,,\spawn monster 699,chosen,2,Chosen,MONSTER Medium Chosen Assault M Battleframe,,,Accord Assault Reactor,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,,,2000,76771,31346,EliteWanderer(preferredMinCombatDist=20),,0,0,,0,EliteWanderer,-1,-1,-1,76849,2,32740,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3623878656,10001,971440128,-1,0,F,76946,1,709754880,10043,0,10018,0,1,4294901760,158816,3 / -,0,3,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,2771648512,VENDOR,0,0,0,0,1005,"(0, 0, 0, 0)","(0, 0, 0, 0)",66311,33064,66311 / 33064,0,0
700,,\spawn monster 700,chosen,2,Chosen,MONSTER Medium Chosen Recon Battleframe,NPC CHOSEN Charge Sniper Rifle,NPC CHOSEN Assault Rifle,Accord Recon Reactor,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,,,2000,76771,31345,"EliteWanderer(enemyMaxRangeCalm=120,enemyMaxRangeAlert=120,enemyMaxRangeCombat=120,aggroDistance=120,wanderDistance=0,preferredMinCombatDist=120)",,0,0,,0,EliteWanderer,-1,-1,-1,76849,2,31267,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3623878656,10001,971440128,-1,0,F,76946,1,709754880,10043,0,10018,0,1,4294901760,158819,3 / -,0,3,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,2771648512,VENDOR,0,0,0,0,1005,"(0, 0, 0, 0)","(0, 0, 0, 0)",77049,32739,77049 / 32739,0,0
701,Heavy Turret - Gunner,\spawn monster 701,accord,1,Human,,,Heavy Turret - Gunner,,,,,0,76827,0,AggressiveWanderer,,0,0,,0,AggressiveWanderer,-1,-1,-1,76874,5,33976,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,10004,10008,10002,0,1,2743609570,158926,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,1506021473,VENDOR,0,0,0,0,1000,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,77777,- / 77777,0,0
702,,\spawn monster 702,gaea,7,Wildlife,,NPC MONSTER Hisser Melee Attack,,,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,Hisser Loot 3 (Moderate),,2000,76757,0,SwarmWanderer,,0,0,,0,SwarmWanderer,-1,-1,-1,76874,117,77666,0,0,0,"(0.505882, 0.321569, 0.0941176, 1)","(1.42353, 0.735294, 0.205882, 1)","(0.0941176, 0.0705882, 0.0705882, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,158945,3 / 5405,5405,3,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,1506021473,VENDOR,0,0,0,0,0,(0),(0),30903,0,30903 / -,0,0
703,,\spawn monster 703,gaea,7,Wildlife,,NPC MONSTER Hisser Melee Attack,,,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,Hisser Loot 4 (Complex),,2000,76757,0,SwarmWanderer,,0,0,,0,SwarmWanderer,-1,-1,-1,76874,117,81296,0,0,0,"(0.266667, 0.407843, 0.470588, 1)","(0.247059, 0.156863, 0.254902, 1)","(0.0539216, 0.0392157, 0.112745, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,158976,3 / 5406,5406,3,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,1506021473,VENDOR,0,0,0,0,0,(0),(0),30903,0,30903 / -,0,0
704,,\spawn monster 704,accord,1,Human,,,NPC Accord Famas Rifle,,,,,2000,76810,30684,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76848,5,10001,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",2394750976,10001,1921384448,-1,0,M,76943,1,1921384448,0,10100,10002,0,1,4294901760,159016,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4294901760,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,76108,- / 76108,0,0
705,,\spawn monster 705,accord,1,Human,,,NPC Accord Famas Rifle,Accord Dread Reactor,,,,2000,76808,31342,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76869,5,56723,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,1235419136,-1,0,M,76943,1,1518403584,10028,0,10002,0,1,4292804608,159023,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,960692224,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,76108,- / 76108,0,0
706,,\spawn monster 706,accord,1,Human,,,,,,,,2000,76827,0,AggressiveWanderer,,0,0,,0,AggressiveWanderer,-1,-1,-1,76874,5,33976,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,10004,10008,10002,0,1,2743609570,159085,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,1506021473,VENDOR,0,0,0,0,1000,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,77697,- / 77697,0,0
707,,\spawn monster 707,chosen,2,Chosen,CHOSEN - NPC Chosen Grunt Bruiser Battleframe,NPC Pirate SMG,,,,,,2000,76786,0,EliteWanderer(preferredMinCombatDist=20),,0,0,,0,EliteWanderer,-1,-1,-1,76872,5,32742,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",274792448,10001,1921384448,-1,0,M,76912,1,276955136,0,0,0,0,1,4294901760,159087,5325 / -,0,5325,-1,-1,1,-1,10030,0,0,0,0,"(0, 0, 0)",2,3,0,4294901760,VENDOR,0,0,0,0,1027,"(0, 0, 0, 0)","(0, 0, 0, 0)",77337,0,77337 / -,0,0
708,Carcass,\spawn monster 708,chosen,2,Chosen,MONSTER Tortured Soul Melee,NPC MONSTER Tortured Soul Melee Attack No Snare,,,CORE Chosen Creature Kill Loot 2 (Small),Melded Loot 2 (Simple),,2000,0,0,Arch_AdditiveMelee_Base(combatDist=0.75),Arch_AdditiveMelee_Defend(combatDist=0.75),0,0,Arch_AdditiveMelee_Attack(combatDist=0.75),0,Arch_AdditiveMelee_Base,-1,-1,-1,0,117,77699,0,0,20,"(1, 1, 1, 1)","(0, 0, 0, 0)","(0, 0, 0, 0)","(0, 0, 0, 0)",0,10001,0,-1,0,M,0,1,0,0,0,0,5,0,0,159090,5697 / 5458,5458,5697,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,0,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",85745,0,85745 / -,0,0
709,Vile Carcass,\spawn monster 709,chosen,2,Chosen,MONSTER Tortured Soul Ranged,NPC MONSTER Tortured Soul Ranged Heavy,,,CORE Chosen Creature Kill Loot 3 (Medium),Melded Loot 3 (Moderate),,2000,0,0,Arch_MoveThenFire_Base(combatDist=20),Arch_MoveThenFire_Defend(combatDist=20),0,0,Arch_MoveThenFire_Attack(combatDist=20),0,Arch_MoveThenFire_Base,-1,-1,-1,0,117,77701,0,0,60,"(1, 1, 1, 1)","(0, 0, 0, 0)","(0, 0, 0, 0)","(0, 0, 0, 0)",0,10001,0,-1,0,M,0,1,0,0,0,0,5,0,0,159093,5698 / 5459,5459,5698,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,0,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",77879,0,77879 / -,0,0
710,,\spawn monster 710,chosen,2,Chosen,MONSTER Medium Chosen Assault M Battleframe,NPC CHOSEN Assault Rifle,,Accord Assault Reactor,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,,,2000,76771,31346,EliteWanderer(preferredMinCombatDist=20),,0,0,,0,EliteWanderer,-1,-1,-1,76849,2,32740,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3623878656,10001,971440128,-1,0,M,76928,1,709754880,10003,0,10006,0,1,4294901760,160344,3 / -,0,3,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,2771648512,VENDOR,0,0,0,0,1005,"(0, 0, 0, 0)","(0, 0, 0, 0)",32739,33064,32739 / 33064,0,0
711,,\spawn monster 711,accord,1,Human,Tutorial Battleframe,,,,,,,2000,76808,0,,,0,0,,0,,-1,-1,-1,76872,5,77733,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",274792448,10001,1921384448,-1,0,M,76943,1,276955136,10092,0,10002,0,1,4294901760,160460,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4294901760,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
712,Female Tutorial Player Character,\spawn monster 712,accord,1,Human,Tutorial Battleframe,,,,,,,2000,76808,0,,,0,0,,0,,-1,-1,-1,76872,5,77733,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",274792448,10001,1921384448,-1,0,F,76943,1,276955136,10015,0,10026,0,1,4294901760,160461,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4294901760,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
713,,\spawn monster 713,accord,1,Human,CORAL - NPC Thin Civilian 02,,,,,,Resident,2000,76799,0,PlayerPet,,0,11,,0,PlayerPet,-1,-1,-1,76883,5,52454,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",4294901760,10001,4294901760,-1,0,F,76934,1,4294901760,10015,0,10014,0,1,4294901760,160464,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4294901760,VENDOR,12,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
714,,\spawn monster 714,chosen,2,Chosen,,,,Accord Assault Reactor,CORE Chosen Creature Kill Loot 3 (Medium),Chosen SUBLoot 3 (Moderate),,2000,0,31346,"StockMoveAndShootGuy(triggerPullTime=2500, walk=false)",,0,0,,0,StockMoveAndShootGuy,-1,-1,-1,0,2,77735,0,0,100,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3623878656,10001,971440128,-1,77748,M,0,1,709754880,10003,0,10006,0,1,4294901760,160466,5698 / 5369,5369,5698,-1,-1,1,-1,10080,0,0,0,0,"(0, 0, 0)",2,3,0,2771648512,VENDOR,0,0,0,0,1005,"(0, 0, 0, 0)","(0, 0, 0, 0)",85756,0,85756 / -,0,0
715,Target Drone,\spawn monster 715,monster,5,Misc,Target Drone,,,,,,,2000,76822,0,Null,,0,0,,0,Null,-1,-1,-1,76829,124,77744,0,0,0,"(0.0623137, 0.0356078, 0.0267059, 1)","(0.84, 0.677647, 0.0882353, 1)","(0.27451, 0.188235, 0.0823529, 1)","(0.933333, 0.756863, 0.0823529, 1)",0,10001,0,-1,0,M,76891,1,0,0,0,0,0,0,0,160483,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",6,3,0,4193,VENDOR,0,0,0,0,0,(0),(0),0,0,,0,0
716,,\spawn monster 716,chosen,2,Chosen,,NPC MONSTER Chosen Droid Rapid Fire Attack,,,CORE Chosen Creature Kill Loot 3 (Medium),,,2000,76757,0,ChosenEngineerDrone,,0,0,,0,ChosenEngineerDrone,-1,-1,-1,76874,49,77762,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,160626,5698 / -,0,5698,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,1506021473,VENDOR,0,0,0,0,0,(0),(0),75681,0,75681 / -,0,0
717,,\spawn monster 717,bandit,8,Human,Shared Humanoid Chaingunner Battleframe,NPC Shared HMG,,,CORE NPC Kill Loot 3 (Medium) - Crystite/Powerups Subtable,,,2000,0,0,,,0,473,,0,,5,7,6,0,5,125034,600,22,50,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3623878656,10001,971440128,4,0,M,76946,1,709754880,0,0,10002,0,1,4294901760,160684,3 / -,0,3,2,1,1,3,0,0,0,0,42,"(1, 2, 3)",0,3,10004,969342976,VENDOR,0,0,0,10865,1000,"(0, 0, 0, 0)","(0, 0, 0, 0)",106335,0,106335 / -,142232,26
718,,\spawn monster 718,accord,1,Human,,,,,,,,0,76827,0,AggressiveWanderer,,0,0,,0,AggressiveWanderer,-1,-1,-1,76874,5,33976,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,10004,10008,10002,0,1,2743609570,160742,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,1506021473,VENDOR,0,0,0,0,1000,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,77697,- / 77697,0,0
719,,\spawn monster 719,accord,1,Human,,,,,,,,0,76827,0,AggressiveWanderer,,0,0,,0,AggressiveWanderer,-1,-1,-1,76874,5,33976,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,10004,10008,10002,0,1,2743609570,160743,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,1506021473,VENDOR,0,0,0,0,1000,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,77697,- / 77697,0,0
720,Turret Controller - Artillery Turret,\spawn monster 720,chosen,2,Chosen,MONSTER Medium Chosen Assault M Battleframe,NPC Chosen Artillery Cannon,,,,,,2000,76801,0,EliteWanderer(preferredMinCombatDist=20),,0,0,,0,EliteWanderer,-1,-1,-1,76874,2,32740,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,10003,0,10006,0,1,2743609570,160883,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",77723,0,77723 / -,0,0
721,Control Worker,\spawn monster 721,accord,1,Human,Accord - BattleLab ControlSeat NPC,,,,,,,2000,77221,0,"AlertAndInteractive(helloScript=""Util: Look At Target (Client Side only)"",goodbyescript="""",emote=""controlseat"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,76843,5,77848,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1914896384,10001,2468741120,-1,0,F,76943,1,2468741120,10061,0,10026,0,1,4294901760,161000,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,2747863137,VENDOR,35,0,0,0,1021,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
722,Control Worker,\spawn monster 722,accord,1,Human,Accord - BattleLab ControlSeat NPC,,,,,,,2000,77221,0,"AlertAndInteractive(helloScript=""Util: Look At Target (Client Side only)"",goodbyescript="""",emote=""controlseat"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,76813,5,77848,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1105592320,10001,2468741120,-1,0,M,76943,1,683737088,10086,0,10002,0,1,4294901760,161002,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,415371361,VENDOR,35,0,0,0,1021,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
723,Accord Guard,\spawn monster 723,accord,1,Human,Accord - BattleLab Guard NPC,Assault Rifle III^Q,,,,,Accord Guard,2000,77861,0,"AlertAndInteractive(helloScript=""Util: Look At Target (Client Side only)"",goodbyescript="""",emote=""guard"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,77861,5,77858,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1914896384,10001,2468741120,-1,0,M,76943,1,2468741120,10086,0,10002,5,1,4294901760,161049,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,1508053089,VENDOR,14,0,0,0,1021,"(0, 0, 0, 0)","(0, 0, 0, 0)",78495,0,78495 / -,0,0
724,Researcher,\spawn monster 724,accord,1,Human,Accord - BattleLab KioskViewer NPC,,,,,,,2000,76859,0,"AlertAndInteractive(helloScript=""Util: Look At Target (Client Side only)"",goodbyescript="""",emote=""kioskviewer1"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,76739,5,77862,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1264123904,10001,2468741120,-1,0,F,76943,1,967114752,10067,0,10016,0,1,4294901760,161081,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4126150753,VENDOR,35,0,0,0,1021,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
725,Researcher,\spawn monster 725,accord,1,Human,Accord - BattleLab KioskViewer NPC,,,,,,,2000,77221,0,"AlertAndInteractive(helloScript=""Util: Look At Target (Client Side only)"",goodbyescript="""",emote=""kioskviewer1"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,76813,5,77862,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",718340096,10001,2468741120,-1,0,M,76943,1,2456158208,10087,0,10004,0,1,4294901760,161082,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,3450998881,VENDOR,35,0,0,0,1021,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
726,Researcher,\spawn monster 726,accord,1,Human,Accord - BattleLab KioskViewer NPC,,,,,,,2000,77221,0,"AlertAndInteractive(helloScript=""Util: Look At Target (Client Side only)"",goodbyescript="""",emote=""kioskviewer2"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,76813,5,77862,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",718340096,10001,2468741120,-1,0,M,76943,1,2456158208,10089,0,10002,0,1,4294901760,161131,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,3450998881,VENDOR,35,0,0,0,1021,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
727,Researcher,\spawn monster 727,accord,1,Human,Accord - BattleLab KioskViewer NPC,,,,,,,2000,76859,0,"AlertAndInteractive(helloScript=""Util: Look At Target (Client Side only)"",goodbyescript="""",emote=""kioskviewer2"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,76739,5,77862,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1264123904,10001,2468741120,-1,0,F,76943,1,967114752,10015,0,10026,0,1,4294901760,161132,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4126150753,VENDOR,35,0,0,0,1021,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
728,Researcher,\spawn monster 728,accord,1,Human,Accord - BattleLab KioskViewer NPC,,,,,,,2000,77221,0,"AlertAndInteractive(helloScript=""Util: Look At Target (Client Side only)"",goodbyescript="""",emote=""kioskviewer3"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,76813,5,77862,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",718340096,10001,2468741120,-1,0,M,76943,1,2456158208,10098,0,10002,0,1,4294901760,161133,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,3450998881,VENDOR,35,0,0,0,1021,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
