hash,table,rows,columns,runtime_loaded,spatial_fields,blob_fields
0x2BB33C63,dbitems::PerkModuleType,5,2,False,,
0xC4663D8B,dbitems::PerkPointCategory,11,2,False,,
0x2AEC905C,dbitems::ProjectileHoming,1,13,False,,
0xD5CDE8E6,dbitems::ResourceItem,111,2,False,,
0xB851B7FD,dbitems::ResourceNodeAwardProperties,14,2,False,,
0x8791B6FD,dbitems::ResourceNodeBeacon,42,12,True,,
0xF7883F07,dbitems::ResourceNodeItemToProps,43,3,False,,
0x515C751F,dbitems::ResourceStat,5,2,False,,
0xAEA8631E,dbitems::Resource_Stat_Names,28,4,False,,
0x3E4D63F0,dbitems::Resource_Types,3576,7,False,,
0xD8DE53EF,dbitems::RootItem,60126,27,True,,
0x0A73B340,dbitems::SalvageDisplayItems,168,3,False,,
0x7ED89AA8,dbitems::SalvageRewards,167,2,False,,
0x05D3A7F8,dbitems::SharedPoolSize,1,1,False,,
0xE2344EE6,dbitems::SkinOverride,2,5,False,,
0x32DDA085,dbitems::Tier,23,6,False,,
0x96BDDA90,dbitems::TinkerPlans,144,6,False,,
0x2895C9A0,dbitems::TinkerPlansInputItemArrays,156,7,False,,
0x4C2A61D2,dbitems::TinkerPlansInputItems,220,8,False,,
0x1866A799,dbitems::TinkerPlansInputSubtypes,108,8,False,,
0xD57F927C,dbitems::TinkerPlansOutputItemArrays,112,7,False,,
0x91D9DF0C,dbitems::TinkerPlansOutputItems,80,7,False,,
0x08153EA2,dbitems::TinkerTools,26,5,False,,
0x08556923,dbitems::VendorTokenDisplayItems,42,3,True,,
0x3ACB651C,dbitems::VendorTokenKeyItems,10,4,True,,
0x327A94B0,dbitems::VendorTokenLootTables,23,4,False,,
0xEC15D8FD,dbitems::VendorTokenMachine,7,7,True,,
0x2FE6961B,dbitems::WeaponParticleFX,281,21,False,,
0x63B20BB7,dbitems::WeaponReticleTypes,19,2,False,,
0x603AB606,dbitems::WeaponReticleUnlocks,12,3,False,,
0x75D1E7A5,dbitems::WeaponScope,172,12,True,,
0x04EBE6DC,dbitems::WeaponSlot,1644,2,True,,
0x4A65BEB2,dbitems::WeaponSpecialAmmo,0,4,False,,
0x8CF439FE,dbitems::WeaponTemplateModifiers,5387,137,True,fp_visual_orient:Vector3; fp_visual_offset:Vector3; ai_sway_min:Vector2; ai_sway_max:Vector2,
0x9ABEE84C,dbitems::WeaponTemplates,318,104,True,fp_visual_orient:Vector3; fp_visual_offset:Vector3; ai_sway_min:Vector2; ai_sway_max:Vector2,
0xBE7E1D1D,dbitems::WeaponUnderbarrel,404,6,True,,
0xFEE52E3D,dbitems::Weapons,6789,19,True,,decal_data:Blob; pattern_data:Blob
0xD1ACBFD5,dblocalization::CleanStringLookup,392,2,False,,
0x97DFAFF9,dblocalization::LocalizedText,175293,7,True,,
0xAB3285CA,dblocalization::NameGeneratorOrderMap,462,3,False,,
0x34A383E7,dblocalization::NameGeneratorWords,1647,2,False,,
0x55C02E06,dblocalization::Profanity,22628,4,False,,
0xF3E190BC,dblocalization::SinOverlay,2,2,False,,
0xE13FD56A,dblocalization::SupportedLanguages,8,3,False,,
0x02C481E9,dblocalization::UITextMap,7665,2,False,,
0xFC8FD7DA,dbmatchmaking::LFGCategory,6,3,False,,
0x81B049C1,dbphysicsmaterials::AudioVisualMaterial,41,3,False,,
0x22C7545D,dbphysicsmaterials::MaterialEffectAssetId,899,4,False,,
0x4CCBB136,dbphysicsmaterials::PhysicsMaterial,49,9,True,,
0x5BF54D2A,dbquickchatdata::QuickChatCategory,7,4,False,,
0x27C462D3,dbquickchatdata::QuickChatCommand,93,10,False,,
0x957B4801,dbsounddata::ReverbMaterialConstraint,21,4,False,,0x179C552D:Blob
0xF22DBB64,dbsounddata::ReverbRoomDistance,7,2,False,,
0xD090A3AD,dbsounddata::ReverbRoomPattern,32,10,False,,
0xB99BDDE2,dbsounddata::ReverbSnapshot,7,4,False,,
0xC098D3A3,dbsounddata::SoundAsset,498,2,False,,
0x5DAF213B,dbsounddata::SoundCustomLoading,3,2,False,,
0x40CCECC7,dbsounddata::SoundEntryActionMapping,3057,7,False,,
0x5E84A8B8,dbsounddata::SoundEntrySwitchMapping,356,4,False,,
0xED0EA4DD,dbsounddata::SoundEvent,5993,4,False,,
0x5924E7F9,dbsounddata::SoundEventMap,808,4,False,,
0xCFD5ECB2,dbsounddata::SoundFlattenedSwitch,287,3,False,,
0x40096078,dbsounddata::SoundGlobalEvent,18,2,False,,
0xF67F7B86,dbsounddata::SoundLanguageAsset,320,3,False,,
0xD1944442,dbsounddata::SoundLoopEvent,4736,2,False,,
0x967F2084,dbsounddata::SoundPlayerControl,751,2,False,,
0xA16C9AFE,dbsounddata::SoundStopEvent,3187,2,False,,
0x5F5C19F4,dbsounddata::SoundStreamingAsset,81,2,False,,
0x593ACC2B,dbsounddata::ValidSoundEvents,34288,2,False,,
0x9696578D,dbstats::Stat,283,6,False,,
0xDB067D72,dbstats::StatGameType,4,2,False,,
0xDF929615,dbstats::StatGroupType,19,3,False,,
0x8BC81234,dbstats::StatValue,8,9,False,,
0xBD2817BA,dbstats::ValuesToStats,871,3,False,,
0x120AE5FA,dbsubzonegrid::SubZoneRecord,565,12,False,,0x16E049FE:Blob
0x00C2F5B1,dbtutorials::TutorialEventCard,410,5,False,,
0x2D4DBA4B,dbtutorials::TutorialEventCardData,957,7,False,,
0x4F2771FE,dbtutorials::TutorialEventCardType,13,3,False,,
0x01D19E0E,dbtutorials::TutorialEventChain,283,3,False,,
0x2A163289,dbtutorials::TutorialEventLocalizedString,8337,2,False,,
0xD2679ABD,dbtutorials::TutorialTrigger,33,2,False,,
0xCD5CD7A0,dbtutorials::TutorialTriggerAcquireItems,19,3,False,,
0x4BEA4378,dbtutorials::TutorialTriggerPlayerEvents,1,4,False,,
0x3A2FBD7E,dbtutorials::TutorialTriggerTagItemId,15,2,False,,
0xDAA611C7,dbtutorials::TutorialTriggerTagSubtypeId,14,2,False,,
0x1383FA2D,dbvisualrecords::AnetAnmdDeps,986,2,False,,
0x08E84453,dbvisualrecords::AssetMultiplex,25,4,False,,
0x36F89C49,dbvisualrecords::AssetMultiplexEntry,266,9,False,,
0x00279E67,dbvisualrecords::AssetOverrideGroup,141,4,False,,
0x4B53C3D2,dbvisualrecords::AssetOverrideGroupEntry,2717,3,False,,
0x94FFD3F4,dbvisualrecords::CameraLocalPfx,16,7,False,,
0xB7104417,dbvisualrecords::ColorGradingRecord,28,2,False,,
0x8BFA256C,dbvisualrecords::CziPattern,92,7,False,,
0x5EC59C4C,dbvisualrecords::EyeRecord,2,8,False,,
0x38CE0193,dbvisualrecords::Hardpoints,43814,3,True,transform:HalfMatrix4x3,
0xD0F4776E,dbvisualrecords::MaterialGlobal,145,3,False,,
0xA235B14B,dbvisualrecords::NameCard,14,3,False,,
0xC0836FA5,dbvisualrecords::OrnamentRecord,852,13,False,0x4CEA0C50:Matrix4x4; 0x1D225BEE:Matrix4x4; 0x07B61AC8:Matrix4x4,
0xB659147B,dbvisualrecords::OrnamentsMap,1354,6,False,,
0xD52CF2B8,dbvisualrecords::OrnamentsMapGroups,494,6,False,,
0x40C83AE8,dbvisualrecords::OverlayRecord,3,4,False,,
0x650EA4AF,dbvisualrecords::OverlayRecordVisuals,3,6,False,,
0xCF5C2F69,dbvisualrecords::PropRecord,9303,5,False,,
0x44BB4B0D,dbvisualrecords::PropRecord_DetailDoodadProperties,175,3,False,,
0x45EDF67F,dbvisualrecords::RefVtMaterialIds,64,1,False,,
0x504459B8,dbvisualrecords::SkyboxRecord,11,6,False,,
0x365B0106,dbvisualrecords::TattooDecal,113,6,False,,
0x4D85009A,dbvisualrecords::TextureGradient,1862,7,False,grad_end_point:Vector2; grad_start_point:Vector2; vertices:Vector2Array,
0x2B25AD64,dbvisualrecords::TextureGradientSet,88,3,False,,
0x62D3666C,dbvisualrecords::UiVisualRecords,67,2,False,,
0x6AAE6729,dbvisualrecords::VisualInfoGroupEntry,248,13,False,rand_rotation:Vector3; fixed_offset:Vector3,
0xA1718B91,dbvisualrecords::VisualRecord,11698,5,True,,
0x1D4CCE19,dbvisualrecords::VisualRecordBounds,11608,2,False,0x33DE494E:Box3,
0x9E7772AE,dbvisualrecords::VisualRecordLod,46915,5,False,,
0xC6A25893,dbvisualrecords::VisualRecordLodSubsection,59536,5,False,,
0x0B8ADCBC,dbvisualrecords::VisualRecordMaterialGlobal,138669,3,False,,
0x7C439869,dbvisualrecords::VtMaterialIds,194,1,False,,
0x9377481E,dbvisualrecords::WarpaintPalette,811,18,True,,
0xDF9E07A0,dbvisualrecords::WaterDesc,6,24,False,,
0x205B9B2E,dbzonemetadata::ChunkRecord,9746,6,True,,
0xB95928D6,dbzonemetadata::ForceShieldType,24,4,False,,
0x5EE69E9B,dbzonemetadata::GlobeViewLocation,3,19,False,location:Vector2,
0xF4B3CF6C,dbzonemetadata::PvPZoneInfo,25,4,False,,
0x11BD4357,dbzonemetadata::ResourceNodeType,46,3,False,,
0xF9D867EF,dbzonemetadata::ResourceNodeTypeResource,67,8,False,,
0x59466F62,dbzonemetadata::UnlockRegionSubZoneBits,50,3,False,,
0x2888FFE6,dbzonemetadata::UnlockRegionZone,4,2,False,,
0xD044C863,dbzonemetadata::ZoneChunkLinker,447,3,True,,
0x69CE585D,dbzonemetadata::ZoneRecord,39,13,True,,
0x6442556B,vcs::AbilityComponentDef,14,3,True,,
0x6729EC73,vcs::AerodynamicsComponentDef,10,11,False,extra_gravity:Vector3,
0x3561BF94,vcs::BaseComponentDef,3011,4,True,,
0x946DBC9D,vcs::BrakingComponentDef,5,4,False,,
0x8A7E1C0A,vcs::CameraComponentDef,12,17,False,,
0xC513E811,vcs::CargoComponentDef,0,6,False,,
0xEA47EF90,vcs::CloakComponentDef,1,7,False,,
0xF38CA499,vcs::ComponentAsset_AnimNetwork,215,2,False,,
0x844B64BB,vcs::ComponentAsset_ParticleEffect,5669,2,False,,
0xD5AC83AD,vcs::ComponentAsset_VisualRecord,696,2,False,,
0x2F7BE08E,vcs::DamageComponentDef,39,12,True,,
0x56200CEF,vcs::DeployableComponentDef,47,6,True,,
0x58A82AEE,vcs::DriverComponentDef,7,6,True,driver_pose_file_offset:Vector3,
0x697AE0F6,vcs::DropPodComponentDef,3,11,False,,
0xC69C37F6,vcs::DynamicComponentDef,526,2,False,,
0xC341AC3A,vcs::EngineComponentDef,13,11,False,,
0x9A2B48F8,vcs::EngineUpgradeComponentDef,1,3,False,,
0xDF4A35EF,vcs::ExhaustComponentDef,35,5,False,,
0x081F15BB,vcs::FlightPathComponentDef,36,14,False,,
0x32A24991,vcs::GroundEffectsComponentDef,4,33,False,,
0x7E857B94,vcs::GroundPathComponentDef,1,3,False,,
0x36B79442,vcs::HeadLightComponentDef,8,8,False,,
0xD353DF39,vcs::HelicopterComponentDef,0,7,False,,
0x417B9E7B,vcs::HoverComponentDef,0,6,False,,
0x3670FC56,vcs::HullSegmentDef,73,14,True,center_of_mass:Vector3,
0xD094975D,vcs::HullUpgradeComponentDef,1,5,False,,
0x40055C71,vcs::LightComponentDef,34,4,False,,
0x25FB7625,vcs::LightSensorComponentDef,2,3,False,,
0x39C8B4F8,vcs::PassengerComponentDef,22,15,True,passenger_pose_file_offset:Vector3,
0x7D2C7A8E,vcs::ScopingComponentDef,25,6,True,,
0xF6F58E82,vcs::ShieldGeneratorComponentDef,0,5,False,,
0xDC3E64D8,vcs::SimpleShieldGeneratorComponentDef,2,3,False,,
0xAC37F5C6,vcs::SpawnPointComponentDef,4,6,True,,
0x95F2E610,vcs::StatusEffectComponentDef,1,2,True,,
0xE044A7A7,vcs::SteeringComponentDef,12,5,False,,
0xB386F687,vcs::SuspensionComponentDef,11,21,False,,
0xCA2D8558,vcs::TrainComponentDef,0,5,False,,
0xC027F7F0,vcs::TransmissionComponentDef,13,18,False,,
0x6689A6A6,vcs::TurretComponentDef,24,9,True,gunner_pose_file_offset:Vector3,
0x1A7F9E10,vcs::VehicleClass,7,6,True,,
0xE4DD24DD,vcs::VehicleHardpoints,2096,4,False,transform:Matrix4x4,
0x5603A577,vcs::VehicleInfo,173,7,True,,
0xDA4372BE,vcs::VisualComponentDef,6,6,False,offset:Vector3,
0x4558A3E7,vcs::WarpaintComponentDef,31,5,False,,
0xCC18BD88,vcs::WeaponComponentDef,0,5,False,,
0xA02C9CF3,vcs::WheelBaseComponentDef,27,35,False,,
0xB9125520,vcs::WheelUpgradeComponentDef,1,4,False,,
